"source_associate_id","kwuid","growth_share_sponsor_source_id","proposed_growth_share_sponsor","temporary_growth_share_sponsor","vested","vesting_start_period","listing_approval_required","exclude_from_individual_reports","source_market_center_id","source_team_id"
"721","358641","687","","false","false","2013-10-01T00:00:00","false","false","54","34"
"722","358643","43","","false","false","2013-10-24T00:00:00","true","false","26",""
"723","358647","669","","false","false","2013-10-29T00:00:00","true","false","35",""
"724","358672","38","","false","false","2013-11-20T00:00:00","true","false","26",""
"725","358673","706","","false","false","2013-11-20T00:00:00","false","false","28",""
"726","358669","716","","false","false","2013-11-19T00:00:00","false","false","158",""
"727","358675","32","","false","true","2013-11-21T00:00:00","true","false","31","51"
"728","358752","","","false","true","2014-02-20T00:00:00","true","false","26",""
"729","358686","706","","false","false","2013-12-03T00:00:00","true","false","43",""
"730","358696","723","","false","true","2013-12-10T00:00:00","true","false","35",""
"731","358697","","","false","true","2013-12-12T00:00:00","true","false","33",""
"732","358714","658","","false","false","2014-01-14T00:00:00","true","false","40",""
"733","358693","725","","false","false","2013-12-09T00:00:00","false","false","43",""
"734","373935","741","","false","false","2014-10-01T00:00:00","false","false","58",""
"735","373932","59","","false","false","2014-10-01T00:00:00","true","false","58",""
"736","358703","38","","false","false","2014-01-06T00:00:00","false","false","124","274"
"737","358736","22","","false","false","2014-02-03T00:00:00","true","false","33",""
"738","358847","55","","false","false","2014-04-09T00:00:00","true","false","40",""
"739","358746","43","","false","false","2014-02-13T00:00:00","true","false","26",""
"740","373928","59","","false","true","2014-10-01T00:00:00","true","false","58",""
"741","373926","832","","false","true","2017-03-01T00:00:00","false","false","58",""
"742","358755","670","","false","false","2014-02-25T00:00:00","true","false","43",""
"743","358761","55","","false","false","2014-03-05T00:00:00","false","false","40",""
"744","358805","260","","false","false","2014-03-24T00:00:00","true","false","158",""
"745","358815","726","","false","false","2014-03-26T00:00:00","true","false","57",""
"746","358819","696","","false","true","2014-03-27T00:00:00","true","false","43",""
"747","358764","706","","false","true","2014-03-07T00:00:00","false","false","28",""
"748","374126","59","","false","true","2014-10-01T00:00:00","true","false","58",""
"749","374128","59","","false","true","2014-10-03T00:00:00","true","false","58",""
"750","358768","697","","false","true","2014-03-10T00:00:00","true","false","43",""
"751","405141","723","","false","true","2015-06-01T00:00:00","true","false","35",""
"752","358771","706","","false","false","2014-03-11T00:00:00","true","false","28",""
"753","358858","706","","false","false","2014-04-24T00:00:00","true","false","57",""
"754","358864","659","","false","false","2014-05-05T00:00:00","true","false","47",""
"755","457119","160","","false","true","2018-06-14T00:00:00","true","false","45",""
"756","458467","45","","false","true","2016-06-06T00:00:00","true","false","72",""
"757","458462","705","","false","true","2016-06-01T00:00:00","true","false","37",""
"758","458459","135","","false","true","2016-06-01T00:00:00","true","false","37",""
"759","358780","687","","false","true","2014-03-11T00:00:00","true","false","54",""
"760","374123","832","","false","true","2016-01-01T00:00:00","true","false","58",""
"761","374125","59","","false","true","2015-10-01T00:00:00","true","false","58",""
"762","374134","59","","false","true","2014-10-01T00:00:00","true","false","58",""
"763","458717","483","","false","true","2016-06-01T00:00:00","true","false","59",""
"764","458734","179","","false","true","2016-06-01T00:00:00","false","false","46",""
"765","458970","67","","false","true","2016-06-10T00:00:00","false","false","61",""
"766","458967","812","","false","true","2016-06-06T00:00:00","true","false","61",""
"767","358790","726","","false","false","2014-03-13T00:00:00","false","false","158",""
"768","377708","725","","false","true","2014-11-04T00:00:00","true","false","43",""
"769","458966","261","","false","true","2016-06-01T00:00:00","true","false","57",""
"770","459572","90","","false","true","2016-06-21T00:00:00","true","false","26",""
"771","459577","88","","false","true","2016-06-10T00:00:00","true","false","37",""
"772","459578","771","","false","true","2019-03-05T00:00:00","true","false","37",""
"773","358800","716","","false","false","2014-03-17T00:00:00","true","false","57",""
"774","396660","725","","false","true","2015-04-07T00:00:00","true","false","45",""
"775","443078","179","","false","true","2016-06-01T00:00:00","true","false","26",""
"776","457458","614","","false","true","2016-06-01T00:00:00","true","false","27","65"
"777","457455","476","","false","true","2016-06-01T00:00:00","true","false","61",""
"778","458079","261","","false","false","2016-06-01T00:00:00","false","false","57",""
"779","358824","49","","false","false","2014-03-27T00:00:00","false","false","61",""
"780","358830","721","","false","false","2014-03-31T00:00:00","true","false","54","34"
"781","446939","50","","false","true","2016-04-01T00:00:00","true","false","43",""
"782","446938","89","","false","true","2016-04-01T00:00:00","true","false","37",""
"783","447479","","","false","true","2016-04-04T00:00:00","true","false","58",""
"784","453678","705","","false","true","2016-05-03T00:00:00","true","false","37",""
"785","454016","448","","false","true","2016-05-01T00:00:00","true","false","57",""
"786","358837","659","","false","false","2014-04-03T00:00:00","true","false","33",""
"787","358839","659","","false","false","2014-04-03T00:00:00","true","false","33",""
"788","358841","38","","false","false","2014-04-04T00:00:00","true","false","26",""
"789","459580","135","","false","true","2018-04-24T00:00:00","true","false","37",""
"790","458081","482","","false","true","2016-06-01T00:00:00","true","false","59",""
"791","0000000000","482","","false","true","2016-06-09T00:00:00","true","false","59",""
"792","358850","50","","false","true","2014-04-15T00:00:00","true","false","43",""
"793","358873","","","false","true","2014-05-14T00:00:00","true","false","38",""
"794","459964","262","","false","false","2016-06-13T00:00:00","false","false","47",""
"795","459963","99","","false","true","2016-06-01T00:00:00","true","false","58",""
"796","459980","262","","false","true","2016-06-17T00:00:00","true","false","47",""
"797","358857","706","","false","true","2014-04-24T00:00:00","true","false","40",""
"798","358860","725","","false","false","2014-05-02T00:00:00","true","false","43",""
"799","363418","687","","false","true","2015-09-08T00:00:00","true","false","54","34"
"800","363967","22","","false","false","2014-07-04T00:00:00","false","false","33",""
"801","363125","38","","false","true","2014-05-26T00:00:00","true","false","26",""
"802","364125","22","","false","false","2014-07-01T00:00:00","true","false","37",""
"803","364534","38","","false","false","2014-06-05T00:00:00","true","false","26",""
"804","363419","687","","false","false","2014-05-27T00:00:00","true","false","54","34"
"805","374152","832","","false","false","2014-10-01T00:00:00","false","false","56",""
"806","374153","805","","false","false","2014-10-01T00:00:00","false","false","56",""
"807","374314","723","","false","true","2014-10-01T00:00:00","true","false","35",""
"808","374133","687","","false","true","2021-10-26T00:00:00","true","false","54",""
"809","457124delete","129","","false","true","2016-06-01T00:00:00","true","false","57",""
"810","457123","614","","false","true","2016-06-01T00:00:00","true","false","27",""
"811","457122","614","","false","true","2016-06-01T00:00:00","true","false","27","65"
"812","457121","260","","false","true","2016-06-01T00:00:00","true","false","61",""
"813","365347","802","","false","false","2014-07-15T00:00:00","false","false","43",""
"814","365642","895","","false","false","2014-07-23T00:00:00","false","false","33","91"
"815","446217","111","","false","true","2016-03-01T00:00:00","true","false","56",""
"816","446214","146","","false","true","2016-03-01T00:00:00","true","false","56",""
"817","446950","448","","false","true","2016-04-01T00:00:00","true","false","57",""
"818","363920","797","","false","false","2017-12-01T00:00:00","true","false","43",""
"819","377725","705","","false","false","2014-11-01T00:00:00","true","false","37",""
"820","377718","705","","false","true","2014-11-01T00:00:00","true","false","37",""
"821","458080","383","","false","true","2019-01-25T00:00:00","false","false","57",""
"822","458077","82","","false","true","2016-06-09T00:00:00","true","false","61",""
"823","457881","476","","false","true","2016-06-09T00:00:00","true","false","61",""
"824","363966","22","","false","true","2017-04-01T00:00:00","true","false","40",""
"825","368508","697","","false","true","2020-07-21T00:00:00","true","false","37",""
"826","369291","739","","false","false","2014-08-20T00:00:00","false","false","184",""
"827","432740","290","","false","true","2016-01-01T00:00:00","true","false","56",""
"828","432739","111","","false","true","2016-01-01T00:00:00","true","false","56",""
"829","365650","22","","false","false","2014-07-14T00:00:00","true","false","33",""
"830","368504","32","","false","false","2014-08-06T00:00:00","true","false","31",""
"831","373199","79","","false","false","2014-09-16T00:00:00","true","false","33",""
"832","373911","22","","false","false","2014-10-01T00:00:00","false","false","58",""
"833","432737","805","","false","true","2016-01-01T00:00:00","true","false","56",""
"834","432458","","","false","true","2016-01-01T00:00:00","true","false","58",""
"839","454910","814","","false","false","2016-05-24T00:00:00","true","false","43",""
"840","464003","567","","false","true","2016-07-15T00:00:00","true","false","57",""
"841","358427","22","","false","false","2012-10-11T00:00:00","false","false","115",""
"842","461535","669","","false","true","2016-07-01T00:00:00","true","false","26",""
"843","461840","716","","false","true","2016-07-01T00:00:00","true","false","60",""
"844","462968","383","","false","true","2016-07-01T00:00:00","true","false","60",""
"845","461512","93","","false","true","2016-07-01T00:00:00","true","false","43",""
"846","461516","179","","false","true","2016-07-21T00:00:00","true","false","60",""
"847","461504","850","","false","true","2016-07-01T00:00:00","false","false","43",""
"848","460992A","614","","false","true","2016-06-15T00:00:00","true","false","27","65"
"849","461509","111","","false","true","2016-07-01T00:00:00","true","false","56",""
"850","461503","45","","false","false","2016-07-01T00:00:00","false","false","72",""
"851","463793","261","","false","true","2016-07-16T00:00:00","false","false","57",""
"852","414310","238","","false","true","2015-08-01T00:00:00","true","false","54",""
"853","461523","723","","false","true","2016-12-01T00:00:00","true","false","59",""
"854","463347","108","","false","true","2016-07-01T00:00:00","true","false","54",""
"855","462700","443","","false","true","2016-07-04T00:00:00","true","false","61",""
"856","461527","605","","false","true","2016-07-02T00:00:00","true","false","33",""
"857","461524","716","","false","false","2016-07-01T00:00:00","false","false","166",""
"858","463363","637","","false","true","2016-07-12T00:00:00","true","false","47",""
"859","461520","","","false","true","2016-07-01T00:00:00","true","false","40",""
"860","462698","261","","false","true","2016-07-01T00:00:00","true","false","31",""
"861","461513","383","","false","true","2019-08-20T00:00:00","true","false","57",""
"862","461842","","","false","true","2017-04-01T00:00:00","true","false","26",""
"863","461502","553","","false","true","2016-07-01T00:00:00","true","false","60",""
"864","462702","","","false","true","2016-07-01T00:00:00","true","false","26",""
"865","463362","28","","false","true","2020-10-20T00:00:00","true","false","37",""
"866","463361","48","","false","true","2016-07-01T00:00:00","false","false","26",""
"867","461510","45","","false","true","2016-07-01T00:00:00","true","false","43",""
"868","463786","","","false","true","2016-07-19T00:00:00","true","false","59",""
"869","461511","867","","false","true","2016-07-01T00:00:00","false","false","43",""
"870","461508","","","false","true","2016-07-01T00:00:00","true","false","59",""
"871","461521","102","","false","false","2016-07-01T00:00:00","false","false","234",""
"872","462093","643","","false","true","2018-08-01T00:00:00","true","false","59",""
"873","462953","93","","false","true","2018-09-12T00:00:00","true","false","43",""
"874","358730","43","","false","false","2017-06-05T00:00:00","true","false","37",""
"875","461525","","","false","true","2017-02-01T00:00:00","true","false","33",""
"876","461850","135","","false","false","2016-07-01T00:00:00","true","false","184",""
"877","462112","702","","false","false","2016-07-01T00:00:00","true","false","33",""
"878","464005","367","","false","true","2016-07-15T00:00:00","true","false","40",""
"879","461532","179","","false","true","2016-07-01T00:00:00","true","false","47",""
"880","463794","851","","false","true","2016-07-01T00:00:00","false","false","57",""
"881","462697","705","","false","true","2016-07-01T00:00:00","true","false","37",""
"882","462952","22","","false","true","2018-05-11T00:00:00","false","false","43",""
"883","464002","717","","false","true","2016-07-04T00:00:00","true","false","57",""
"884","461841","135","","false","true","2016-07-01T00:00:00","false","false","28",""
"885","461514","484","","false","true","2019-01-22T00:00:00","true","false","47",""
"886","462111","187","","false","true","2016-07-01T00:00:00","true","false","33",""
"887","462096","187","","false","true","2016-07-01T00:00:00","true","false","33",""
"888","462099","887","","false","true","2016-07-01T00:00:00","true","false","33",""
"889","462703","48","","false","true","2016-07-01T00:00:00","true","false","26",""
"890","460580","86","","false","false","2016-06-06T00:00:00","true","false","37",""
"891","461522","86","","false","true","2016-07-02T00:00:00","false","false","37",""
"892","461529","297","","false","true","2016-07-01T00:00:00","true","false","45",""
"893","460176","535","","false","true","2017-04-01T00:00:00","true","false","60",""
"894","462701","492","","false","true","2016-07-01T00:00:00","true","false","33",""
"895","358435","22","","false","false","2012-10-11T00:00:00","false","false","69",""
"896","401845","895","","false","false","2015-05-14T00:00:00","true","false","69",""
"897","460581","86","","false","true","2016-06-16T00:00:00","false","false","37",""
"898","460582","897","","false","true","2016-06-09T00:00:00","true","false","37",""
"899","462705","144","","false","true","2016-07-01T00:00:00","true","false","26",""
"900","462963","899","","false","true","2016-07-01T00:00:00","true","false","26",""
"901","460579","90","","false","true","2016-06-21T00:00:00","true","false","26",""
"902","461844","48","","false","false","2016-07-01T00:00:00","true","false","28",""
"903","462104","888","","false","true","2016-07-01T00:00:00","true","false","33",""
"904","462740","903","","false","true","2016-07-08T00:00:00","true","false","33",""
"905","462704","48","","false","true","2018-04-17T00:00:00","true","false","26",""
"906","461843","447","","false","true","2016-07-01T00:00:00","true","false","26",""
"907","462960","248","","false","true","2016-07-08T00:00:00","true","false","44",""
"908","000000","716","","false","true","2014-09-12T00:00:00","true","false","57",""
"909","461506","349","","false","true","2016-07-01T00:00:00","true","false","60",""
"910","461505","850","","false","true","2016-07-01T00:00:00","true","false","43",""
"911","462699","75","","false","true","2018-10-30T00:00:00","false","false","28",""
"912","464188","82","","false","true","2016-07-11T00:00:00","true","false","61",""
"913","415328","675","","false","true","2016-07-01T00:00:00","true","false","43",""
"914","464185","89","","false","true","2016-07-04T00:00:00","true","false","37",""
"915","416860","804","","false","true","2015-09-01T00:00:00","true","false","54",""
"916","463176","","","false","true","2016-07-07T00:00:00","false","false","40",""
"917","446941","781","","false","true","2018-05-11T00:00:00","false","false","43",""
"918","396662","138","","false","true","2015-04-07T00:00:00","true","false","45",""
"919","461515","484","","false","true","2016-07-01T00:00:00","true","false","46",""
"920","465031","706","","false","true","2016-07-01T00:00:00","false","false","28",""
"921","465030","76","","false","true","2016-07-04T00:00:00","true","false","37",""
"922","464810","528","","false","true","2018-10-16T00:00:00","true","false","44",""
"923","461533","483","","false","true","2016-07-29T00:00:00","true","false","59",""
"924","464808","483","","false","true","2016-07-29T00:00:00","true","false","59",""
"925","465968","99","","false","true","2016-08-01T00:00:00","true","false","58",""
"926","465966","787","","false","true","2016-08-01T00:00:00","true","false","33",""
"927","465965","788","","false","true","2016-08-01T00:00:00","true","false","26",""
"928","465964","119","","false","true","2016-08-01T00:00:00","true","false","26",""
"929","465961","841","","false","false","2016-08-01T00:00:00","false","false","115",""
"930","465952","289","","false","true","2016-08-01T00:00:00","true","false","47",""
"931","465946","748","","false","true","2018-09-04T00:00:00","true","false","56",""
"932","464809","923","","false","true","2016-08-02T00:00:00","true","false","59",""
"933","466212","748","","false","true","2016-08-01T00:00:00","true","false","56",""
"934","465969","643","","false","true","2016-08-01T00:00:00","true","false","59",""
"936","371646","68","","false","true","2021-04-07T00:00:00","true","false","158",""
"937","464003","567","","false","false","2016-07-15T00:00:00","true","false","57",""
"938","466899","311","","false","true","2016-08-01T00:00:00","false","false","28",""
"939","466898","438","","false","true","2016-08-01T00:00:00","true","false","26",""
"940","466666","528","","false","true","2019-10-21T00:00:00","true","false","44",""
"941","466665","702","","false","true","2016-08-01T00:00:00","true","false","33",""
"942","466662","75","","false","true","2016-08-01T00:00:00","true","false","27",""
"943","467443","368","","false","true","2016-08-04T00:00:00","true","false","60",""
"944","467442","716","","false","true","2016-08-01T00:00:00","true","false","60",""
"945","467441","548","","false","true","2018-03-14T00:00:00","true","false","60",""
"946","467437","174","","false","false","2016-08-01T00:00:00","false","false","47",""
"947","000001","432","","false","true","2016-08-01T00:00:00","true","false","26",""
"948","467439","717","","false","true","2016-08-01T00:00:00","true","false","61",""
"949","467438","717","","false","true","2016-08-01T00:00:00","true","false","57",""
"950","457124","129","","false","true","2018-08-16T00:00:00","true","false","57",""
"951","467698","75","","false","true","2016-08-08T00:00:00","true","false","46",""
"952","467694","","","false","true","2016-08-05T00:00:00","true","false","59",""
"953","411032","","","false","true","2015-07-01T00:00:00","true","false","40",""
"954","467693","643","","false","true","2016-08-08T00:00:00","true","false","59",""
"955","467692","643","","false","true","2016-08-07T00:00:00","true","false","59",""
"956","467691","716","","false","true","2016-08-04T00:00:00","true","false","60",""
"957","467690","535","","false","false","2016-08-01T00:00:00","false","false","61",""
"958","467689","857","","false","false","2016-08-01T00:00:00","false","false","166",""
"959","467688","","","false","true","2016-08-10T00:00:00","true","false","60",""
"960","467687","","","false","true","2016-08-08T00:00:00","false","false","33",""
"961","468081","528","","false","true","2016-08-10T00:00:00","false","false","28",""
"962","468082","328","","false","true","2016-08-10T00:00:00","true","false","54",""
"963","468083","547","","false","false","2016-08-01T00:00:00","false","false","70",""
"964","468084","963","","false","true","2016-08-01T00:00:00","true","false","26",""
"965","468087","963","","false","true","2017-04-01T00:00:00","true","false","55",""
"966","468089","447","","false","true","2018-04-17T00:00:00","true","false","26",""
"967","468090","179","","false","true","2022-08-17T00:00:00","true","false","76",""
"968","468091","590","","false","true","2016-08-05T00:00:00","true","false","57",""
"969","439366","90","","false","true","2016-08-01T00:00:00","true","false","26",""
"970","0000","8","","false","false","2016-08-19T00:00:00","true","false","69",""
"971","468280","125","","false","true","2016-08-01T00:00:00","true","false","47",""
"972","468635","","","false","true","2016-08-16T00:00:00","true","false","28",""
"973","468636","289","","false","false","2016-08-17T00:00:00","false","false","47",""
"974","468637","687","","false","true","2016-08-15T00:00:00","true","false","54",""
"975","468667","716","","false","true","2016-08-15T00:00:00","true","false","60",""
"976","468892","421","","false","true","2016-08-10T00:00:00","true","false","57",""
"977","468893","903","","false","true","2016-08-17T00:00:00","true","false","45",""
"978","468894","535","","false","true","2016-08-18T00:00:00","true","false","61",""
"979","468898","487","","false","true","2016-08-29T00:00:00","true","false","57",""
"980","468895","261","","false","true","2016-08-16T00:00:00","true","false","57",""
"981","468896","329","","false","true","2016-08-15T00:00:00","true","false","40",""
"982","469521","135","","false","true","2016-08-01T00:00:00","true","false","37",""
"983","418516","107","","false","true","2019-03-01T00:00:00","false","false","45",""
"984","378941","","","false","true","2014-11-01T00:00:00","true","false","57",""
"985","377711","","","false","true","2014-11-04T00:00:00","true","false","57",""
"986","414316","229","","false","true","2016-08-19T00:00:00","false","false","54",""
"987","459770","482","","false","true","2016-09-02T00:00:00","true","false","59",""
"988","470753","261","","false","true","2016-09-01T00:00:00","true","false","33",""
"989","471031","386","","false","true","2016-09-01T00:00:00","true","false","50",""
"990","470749A","979","","false","true","2016-09-01T00:00:00","true","false","57",""
"991","470748","","","false","true","2016-09-01T00:00:00","true","false","26",""
"992","470740","90","","false","true","2016-09-01T00:00:00","true","false","26",""
"993","470734","90","","false","false","2016-09-01T00:00:00","true","false","26",""
"994","470732","643","","false","true","2016-09-01T00:00:00","false","false","59",""
"995","470731","643","","false","true","2016-09-01T00:00:00","true","false","59",""
"996","470723","75","","false","true","2016-09-01T00:00:00","true","false","35",""
"997","470720","879","","false","true","2016-09-01T00:00:00","true","false","40",""
"998","470718","53","","false","true","2016-09-01T00:00:00","false","false","43",""
"999","470716","643","","false","true","2016-09-01T00:00:00","true","false","59",""
"1005","413147","229","","false","true","2017-01-30T00:00:00","true","false","54",""
"1006","363384","","","false","true","2014-05-27T00:00:00","true","false","54","34"
"1007","363383","","","false","true","2014-05-27T00:00:00","true","false","54","34"
"1012","471330","643","","false","true","2016-09-01T00:00:00","true","false","59",""
"1013","471333","27","","false","true","2016-09-01T00:00:00","true","false","43",""
"1014","471336","75","","false","true","2016-09-01T00:00:00","true","false","27",""
"1015","467440","706","","false","true","2018-04-17T00:00:00","true","false","26",""
"1016","471337","","","false","true","2016-09-01T00:00:00","true","false","27",""
"1017","471577","669","","false","true","2016-09-01T00:00:00","true","false","35",""
"1018","471578","706","","false","true","2016-09-01T00:00:00","false","false","28",""
"1023","460992","614","","false","true","2018-07-17T00:00:00","true","false","43",""
"1024","472001","98","","false","false","2016-09-01T00:00:00","false","false","210",""
"1025","472002","484","","false","true","2016-09-01T00:00:00","true","false","57",""
"1026","472003","716","","false","true","2016-09-01T00:00:00","true","false","60",""
"1027","358682","55","","false","false","2016-09-05T00:00:00","false","false","40","170"
"1028","471778","805","","false","true","2016-09-01T00:00:00","false","false","55",""
"1029","471780","828","","false","true","2016-09-01T00:00:00","true","false","56",""
"1030","471781","111","","false","true","2016-09-01T00:00:00","false","false","56",""
"1031","471783","99","","false","true","2016-09-01T00:00:00","false","false","58",""
"1032","471790","86","","false","false","2016-09-01T00:00:00","true","false","37",""
"1033","471791","1032","","false","true","2016-09-01T00:00:00","true","false","37",""
"1034","471792","1032","","false","true","2016-09-01T00:00:00","true","false","37",""
"1035","471793","594","","false","true","2016-09-01T00:00:00","true","false","45",""
"1036","471582","144","","false","true","2018-04-17T00:00:00","true","false","26",""
"1037","472426","894","","false","true","2016-09-15T00:00:00","false","false","33",""
"1038","472427","875","","false","true","2018-07-18T00:00:00","true","false","33",""
"1039","472428","944","","false","true","2016-09-06T00:00:00","false","false","60",""
"1040","472429","716","","false","true","2016-09-01T00:00:00","true","false","60",""
"1041","472688","1032","","false","true","2016-09-01T00:00:00","true","false","37",""
"1042","472687","195","","false","false","2016-09-01T00:00:00","true","false","50",""
"1043","472686","179","","false","false","2016-09-01T00:00:00","false","false","76",""
"1044","472682","1032","","false","true","2016-09-01T00:00:00","true","false","37",""
"1045","471777","702","","false","false","2016-09-01T00:00:00","true","false","33",""
"1046","473332","723","","false","true","2016-09-01T00:00:00","true","false","26",""
"1047","377720","705","","false","true","2016-09-01T00:00:00","false","false","75",""
"1048","473568","","","false","true","2016-09-12T00:00:00","true","false","40",""
"1049","473547","483","","false","true","2016-09-12T00:00:00","true","false","59",""
"1050","473549","38","","false","false","2016-09-01T00:00:00","false","false","47",""
"1051","473553","135","","false","false","2016-09-01T00:00:00","false","false","37",""
"1052","473552","705","","false","false","2016-09-01T00:00:00","true","false","37",""
"1053","473551","702","","false","true","2016-09-08T00:00:00","true","false","33",""
"1054","473550","179","","false","true","2018-07-18T00:00:00","true","false","46",""
"1055","473548","899","","false","true","2016-09-01T00:00:00","true","false","26",""
"1056","473341","75","","false","true","2016-09-05T00:00:00","true","false","27",""
"1057","473777","43","","false","true","2018-06-14T00:00:00","true","false","45",""
"1058","473778","43","","false","true","2018-06-14T00:00:00","true","false","45",""
"1059","473779","43","","false","true","2018-06-14T00:00:00","true","false","45",""
"1060","473780","27","","false","true","2016-09-07T00:00:00","true","false","43",""
"1061","473788","","","false","true","2016-09-19T00:00:00","true","false","60",""
"1062","473787","716","","false","true","2016-09-19T00:00:00","true","false","60",""
"1063","473786","138","","false","true","2018-03-14T00:00:00","true","false","60",""
"1064","473783","716","","false","true","2018-05-25T00:00:00","true","false","60",""
"1065","473782","745","","false","true","2016-09-19T00:00:00","true","false","57",""
"1066","473781","745","","false","true","2016-09-19T00:00:00","true","false","57",""
"1068","470749","979","","false","true","2016-09-23T00:00:00","true","false","57",""
"1069","473993","97","","false","true","2016-09-16T00:00:00","true","false","43",""
"1070","474208","547","","false","true","2016-09-01T00:00:00","true","false","54",""
"1071","475754","723","","false","true","2018-04-17T00:00:00","true","false","26",""
"1072","475753","83","","false","true","2016-10-01T00:00:00","true","false","58",""
"1073","475750","925","","false","true","2016-10-01T00:00:00","true","false","58",""
"1074","475747","614","","false","true","2016-10-01T00:00:00","true","false","27","65"
"1075","475728","963","","false","true","2018-04-17T00:00:00","true","false","26",""
"1076","475729","93","","false","true","2016-10-01T00:00:00","true","false","43",""
"1077","475731","297","","false","true","2016-10-01T00:00:00","true","false","45",""
"1078","475736","67","","false","false","2016-10-01T00:00:00","true","false","61",""
"1079","475737","179","","false","false","2016-10-01T00:00:00","false","false","47",""
"1080","475739","929","","false","false","2016-10-01T00:00:00","false","false","47",""
"1081","475741","483","","false","true","2016-10-01T00:00:00","true","false","59",""
"1082","475742","482","","false","true","2016-10-01T00:00:00","true","false","59",""
"1083","475743","643","","false","true","2016-10-01T00:00:00","true","false","59",""
"1084","475744","643","","false","true","2016-10-01T00:00:00","true","false","59",""
"1085","476104","262","","false","true","2016-10-01T00:00:00","true","false","47",""
"1086","476110","476","","false","true","2016-10-03T00:00:00","true","false","61",""
"1087","476608","381","","false","true","2016-10-01T00:00:00","false","false","67",""
"1088","476606","349","","false","true","2016-10-01T00:00:00","true","false","54",""
"1089","477640","","","false","true","2016-10-03T00:00:00","true","false","67",""
"1090","477639","","","false","true","2016-10-03T00:00:00","true","false","67",""
"1091","477637","805","","false","true","2016-10-01T00:00:00","true","false","55",""
"1092","477638","99","","false","true","2016-10-01T00:00:00","true","false","58",""
"1093","477617","687","","false","true","2016-10-01T00:00:00","true","false","54",""
"1094","477598","214","","false","true","2016-10-01T00:00:00","true","false","40",""
"1095","477166","261","","false","true","2016-10-03T00:00:00","false","false","45",""
"1096","477158","1104","","false","true","2016-10-03T00:00:00","false","false","45",""
"1097","477137","1098","","false","true","2016-10-01T00:00:00","false","false","61",""
"1098","477119","67","","false","true","2016-10-01T00:00:00","true","false","61",""
"1099","477121","1098","","false","true","2016-10-01T00:00:00","false","false","61",""
"1100","477118","138","","false","true","2018-07-06T00:00:00","true","false","60",""
"1101","477117","68","","false","true","2016-10-01T00:00:00","true","false","57",""
"1102","477102","383","","false","true","2016-10-01T00:00:00","true","false","57",""
"1103","477597","261","","false","true","2016-10-01T00:00:00","true","false","45",""
"1104","475734","261","","false","true","2016-10-01T00:00:00","true","false","45",""
"1105","475745","261","","false","true","2016-10-01T00:00:00","true","false","60",""
"1106","477684","628","","false","true","2016-10-01T00:00:00","true","false","72",""
"1107","477683","628","","false","false","2016-10-01T00:00:00","false","false","43",""
"1108","477682","628","","false","true","2018-05-11T00:00:00","true","false","72",""
"1109","477681","628","","false","true","2016-10-01T00:00:00","true","false","43",""
"1110","477680","628","","false","true","2016-10-01T00:00:00","true","false","43",""
"1111","477679","628","","false","false","2016-10-01T00:00:00","false","false","43",""
"1112","477678","628","","false","true","2018-07-17T00:00:00","true","false","43",""
"1113","477685","628","","false","true","2016-10-01T00:00:00","true","false","43",""
"1114","446948","813","","false","true","2016-10-01T00:00:00","true","false","43",""
"1115","478358","702","","false","true","2016-10-03T00:00:00","true","false","33",""
"1116","477137","1098","","false","true","2016-10-01T00:00:00","true","false","61",""
"1117","479297","81","","false","true","2016-10-06T00:00:00","true","false","33",""
"1118","479300","476","","false","true","2016-10-01T00:00:00","true","false","60",""
"1119","479299","260","","false","true","2019-10-23T00:00:00","false","false","166",""
"1120","479298","677","","false","true","2018-04-17T00:00:00","true","false","26",""
"1121","480257","176","","false","true","2016-10-01T00:00:00","true","false","37",""
"1122","480218","89","","false","true","2016-10-01T00:00:00","true","false","37",""
"1123","480217","135","","false","true","2016-10-01T00:00:00","true","false","37",""
"1124","479845","","","false","true","2016-10-01T00:00:00","true","false","37",""
"1125","479835","1126","","false","true","2016-10-01T00:00:00","false","false","28",""
"1126","479823","1127","","false","true","2016-10-01T00:00:00","false","false","28",""
"1127","479821","706","","false","true","2016-10-01T00:00:00","false","false","28",""
"1128","479826","1126","","false","true","2016-10-01T00:00:00","false","false","28",""
"1129","479820","515","","false","true","2016-10-01T00:00:00","true","false","55",""
"1130","480665","535","","false","true","2020-07-20T00:00:00","false","false","43",""
"1131","480663","709","","false","true","2016-10-03T00:00:00","false","false","57",""
"1132","480661","","","false","true","2018-03-16T00:00:00","true","false","57",""
"1133","480664","38","","false","true","2017-07-13T00:00:00","true","false","26",""
"1134","480659","43","","false","true","2019-01-30T00:00:00","true","false","61",""
"1135","480849","248","","false","true","2018-07-17T00:00:00","true","false","43",""
"1136","480858","","","false","true","2016-10-01T00:00:00","true","false","26",""
"1137","480848","","","false","true","2016-10-01T00:00:00","true","false","47",""
"1138","Deleted480846","","","false","true","2016-10-01T00:00:00","true","false","43",""
"1139","480862","383","","false","true","2016-10-01T00:00:00","true","false","61",""
"1140","480896","687","","false","true","2016-10-01T00:00:00","true","false","54",""
"1141","481269","27","","false","true","2016-10-12T00:00:00","true","false","43",""
"1142","480857","261","","false","true","2018-03-16T00:00:00","true","false","57",""
"1143","481948","687","","false","true","2016-10-03T00:00:00","true","false","54",""
