table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
migration,listing_transfer_log,4,listing_number,text,YES,
migration,listing_transfer_log,5,from_agent_id,bigint,YES,
migration,listing_transfer_log,6,from_agent_name,text,YES,
migration,listing_transfer_log,7,to_agent_id,bigint,YES,
migration,listing_transfer_log,8,to_agent_name,text,YES,
migration,listing_transfer_log,9,portals_json,jsonb,YES,
migration,listing_transfer_log,10,agent_swapped,boolean,NO,false
migration,listing_transfer_log,11,transfer_error,text,YES,
migration,listing_transfer_log,12,requested_by,text,YES,
migration,listing_transfer_log,13,transferred_at,timestamp with time zone,NO,now()
migration,listings_prepared,1,source_listing_id,text,NO,
migration,listings_prepared,2,listing_number,text,YES,
migration,listings_prepared,3,status_name,text,YES,
migration,listings_prepared,4,market_center_name,text,YES,
migration,listings_prepared,5,sale_or_rent,text,YES,
migration,listings_prepared,6,address_line,text,YES,
migration,listings_prepared,7,erf_number,text,YES,
migration,listings_prepared,8,unit_number,text,YES,
migration,listings_prepared,9,door_number,text,YES,
migration,listings_prepared,10,estate_name,text,YES,
migration,listings_prepared,11,street_number,text,YES,
migration,listings_prepared,12,street_name,text,YES,
migration,listings_prepared,13,postal_code,text,YES,
migration,listings_prepared,14,suburb,text,YES,
migration,listings_prepared,15,city,text,YES,
migration,listings_prepared,16,province,text,YES,
migration,listings_prepared,17,country,text,YES,
migration,listings_prepared,18,longitude,numeric,YES,
migration,listings_prepared,19,latitude,numeric,YES,
migration,listings_prepared,20,price,numeric,YES,
migration,listings_prepared,21,expiry_date,date,YES,
migration,listings_prepared,22,property_title,text,YES,
migration,listings_prepared,23,short_title,text,YES,
migration,listings_prepared,24,property_description,text,YES,
migration,listings_prepared,25,listing_images_json,jsonb,YES,
migration,listings_prepared,26,listing_payload,jsonb,YES,
migration,listings_prepared,27,last_seen_at,timestamp with time zone,YES,
migration,listings_prepared,28,prepared_at,timestamp with time zone,NO,now()
migration,load_rejections,1,id,bigint,NO,nextval('migration.load_rejections_id_seq'::regclass)
migration,load_rejections,2,entity_name,text,NO,
migration,load_rejections,3,source_id,text,YES,
migration,load_rejections,4,reason,text,NO,
migration,load_rejections,5,payload,jsonb,YES,
migration,load_rejections,6,rejected_at,timestamp with time zone,NO,now()
migration,market_center_notes,1,id,bigint,NO,nextval('migration.market_center_notes_id_seq'::regclass)
migration,market_center_notes,2,market_center_id,bigint,NO,
migration,market_center_notes,3,note_text,text,NO,
migration,market_center_notes,4,created_by,text,YES,
migration,market_center_notes,5,created_at,timestamp with time zone,NO,now()
migration,market_centers_prepared,1,source_market_center_id,text,NO,
migration,market_centers_prepared,2,name,text,YES,
migration,market_centers_prepared,3,status_name,text,YES,
migration,market_centers_prepared,4,frontdoor_id,text,YES,
migration,market_centers_prepared,5,company_registered_name,text,YES,
migration,market_centers_prepared,6,address_source_id,text,YES,
migration,market_centers_prepared,7,logo_document_id,text,YES,
migration,market_centers_prepared,8,contact_number,text,YES,
migration,market_centers_prepared,9,contact_email,text,YES,
migration,market_centers_prepared,10,kw_office_id,text,YES,
migration,market_centers_prepared,11,last_seen_at,timestamp with time zone,YES,
migration,market_centers_prepared,12,prepared_at,timestamp with time zone,NO,now()
migration,mc_dashboard_daily_snapshots,1,snapshot_date,date,NO,
migration,mc_dashboard_daily_snapshots,2,mc_source_id,text,NO,
migration,mc_dashboard_daily_snapshots,3,payload,jsonb,NO,
migration,mc_dashboard_daily_snapshots,4,refreshed_at,timestamp with time zone,NO,now()
migration,mc_document_hub,1,id,bigint,NO,nextval('migration.mc_document_hub_id_seq'::regclass)
migration,mc_document_hub,2,source_market_center_id,text,NO,
migration,mc_document_hub,3,title,text,NO,
migration,mc_document_hub,4,description,text,YES,
migration,mc_document_hub,5,file_url,text,NO,
migration,mc_document_hub,6,original_file_name,text,NO,
migration,mc_document_hub,7,mime_type,text,NO,
migration,mc_document_hub,8,file_size,bigint,YES,
migration,mc_document_hub,9,gcs_object_name,text,YES,
migration,mc_document_hub,10,local_file_path,text,YES,
migration,mc_document_hub,11,uploaded_by,text,YES,
migration,mc_document_hub,12,created_at,timestamp with time zone,NO,now()
migration,outside_agency_contacts,1,id,bigint,NO,nextval('migration.outside_agency_contacts_id_seq'::regclass)
migration,outside_agency_contacts,2,transaction_agent_id,bigint,YES,
migration,outside_agency_contacts,3,transaction_id,bigint,YES,
migration,outside_agency_contacts,4,first_name,text,YES,
migration,outside_agency_contacts,5,last_name,text,YES,
migration,outside_agency_contacts,6,email,text,YES,
migration,outside_agency_contacts,7,phone,text,YES,
migration,outside_agency_contacts,8,agency_name,text,YES,
migration,outside_agency_contacts,9,created_at,timestamp with time zone,NO,now()
migration,outside_agency_contacts,10,updated_at,timestamp with time zone,NO,now()
migration,team_associate_commissions,1,id,bigint,NO,nextval('migration.team_associate_commissions_id_seq'::regclass)
migration,team_associate_commissions,2,team_id,bigint,NO,
migration,team_associate_commissions,3,has_individual_cap,boolean,NO,false
migration,team_associate_commissions,4,associate_default_cap,numeric,YES,
migration,team_associate_commissions,5,associate_default_split,numeric,YES,
migration,team_associate_commissions,6,productivity_coach,text,YES,
migration,team_associate_commissions,7,created_at,timestamp with time zone,NO,now()
migration,team_associate_commissions,8,updated_at,timestamp with time zone,NO,now()
migration,team_cap_history,1,id,bigint,NO,nextval('migration.team_cap_history_id_seq'::regclass)
migration,team_cap_history,2,team_id,bigint,NO,
migration,team_cap_history,3,commission_split_to_team,numeric,YES,
migration,team_cap_history,4,team_cap_amount,numeric,YES,
migration,team_cap_history,5,manual_cap,boolean,NO,false
migration,team_cap_history,6,start_date,date,YES,
migration,team_cap_history,7,end_date,date,YES,
migration,team_cap_history,8,created_at,timestamp with time zone,NO,now()
migration,team_caps,1,id,bigint,NO,nextval('migration.team_caps_id_seq'::regclass)
migration,team_caps,2,team_id,bigint,NO,
migration,team_caps,3,commission_split_to_team,numeric,YES,
migration,team_caps,4,team_cap_amount,numeric,YES,
migration,team_caps,5,manual_cap,boolean,NO,false
migration,team_caps,6,cap_year,integer,YES,
migration,team_caps,7,created_at,timestamp with time zone,NO,now()
migration,team_caps,8,updated_at,timestamp with time zone,NO,now()
migration,team_dates,1,id,bigint,NO,nextval('migration.team_dates_id_seq'::regclass)
migration,team_dates,2,team_id,bigint,NO,
migration,team_dates,3,open_date,date,YES,
migration,team_dates,4,close_date,date,YES,
migration,team_dates,5,cap_date,date,YES,
migration,team_dates,6,anniversary_date,date,YES,
migration,team_dates,7,anniversary_comment,text,YES,
migration,team_dates,8,created_at,timestamp with time zone,NO,now()
migration,team_dates,9,updated_at,timestamp with time zone,NO,now()
migration,team_notes,1,id,bigint,NO,nextval('migration.team_notes_id_seq'::regclass)
migration,team_notes,2,team_id,bigint,NO,
migration,team_notes,3,note_text,text,NO,
migration,team_notes,4,note_type,text,NO,'general'::text
migration,team_notes,5,created_by,text,NO,'console-user'::text
migration,team_notes,6,created_at,timestamp with time zone,NO,now()
migration,team_portal_settings,1,id,bigint,NO,nextval('migration.team_portal_settings_id_seq'::regclass)
migration,team_portal_settings,2,team_id,bigint,NO,
migration,team_portal_settings,3,use_mc_account_p24,boolean,NO,true
migration,team_portal_settings,4,p24_agency_id,text,YES,
migration,team_portal_settings,5,feed_to_p24,boolean,NO,true
migration,team_portal_settings,6,p24_auction_approved,boolean,NO,false
migration,team_portal_settings,7,use_mc_account_entegral,boolean,NO,true
migration,team_portal_settings,8,entegral_url,text,YES,
migration,team_portal_settings,9,feed_to_entegral,boolean,NO,true
migration,team_portal_settings,10,entegral_portals,ARRAY,NO,ARRAY[]::text[]
migration,team_portal_settings,11,created_at,timestamp with time zone,NO,now()
migration,team_portal_settings,12,updated_at,timestamp with time zone,NO,now()
migration,teams_prepared,1,source_team_id,text,NO,
migration,teams_prepared,2,source_market_center_id,text,YES,
migration,teams_prepared,3,name,text,YES,
migration,teams_prepared,4,status_name,text,YES,
migration,teams_prepared,5,last_seen_at,timestamp with time zone,YES,
migration,teams_prepared,6,prepared_at,timestamp with time zone,NO,now()
migration,transaction_agent_calculations,1,id,bigint,NO,nextval('migration.transaction_agent_calculations_id_seq'::regclass)
migration,transaction_agent_calculations,2,transaction_id,bigint,YES,
migration,transaction_agent_calculations,3,transaction_agent_id,bigint,YES,
migration,transaction_agent_calculations,4,associate_id,bigint,YES,
migration,transaction_agent_calculations,5,agent_name,text,YES,
migration,transaction_agent_calculations,6,office_name,text,YES,
migration,transaction_agent_calculations,7,transaction_side,text,YES,
migration,transaction_agent_calculations,8,effective_reporting_date,date,YES,
migration,transaction_agent_calculations,9,is_registered,boolean,YES,false
migration,transaction_agent_calculations,10,split_percentage,numeric,YES,
migration,transaction_agent_calculations,11,variance_sale_list_pct,numeric,YES,
migration,transaction_agent_calculations,12,transaction_gci_before_fees,numeric,YES,
migration,transaction_agent_calculations,13,average_commission_pct,numeric,YES,
migration,transaction_agent_calculations,14,production_royalties,numeric,YES,
migration,transaction_agent_calculations,15,growth_share,numeric,YES,
migration,transaction_agent_calculations,16,total_pr_and_gs,numeric,YES,
migration,transaction_agent_calculations,17,gci_after_fees_excl_vat,numeric,YES,
migration,transaction_agent_calculations,18,associate_dollar,numeric,YES,
migration,transaction_agent_calculations,19,cap_amount,numeric,YES,
migration,transaction_agent_calculations,20,cap_remaining,numeric,YES,
migration,transaction_agent_calculations,21,team_dollar,numeric,YES,
migration,transaction_agent_calculations,22,market_center_dollar,numeric,YES,
migration,transaction_agent_calculations,23,is_outside_agent,boolean,YES,false
migration,transaction_agent_calculations,24,created_at,timestamp with time zone,NO,now()
migration,transaction_agent_calculations,25,updated_at,timestamp with time zone,NO,now()
migration,transaction_agent_calculations,26,source_associate_id,text,YES,
migration,transaction_agent_calculations,27,sales_value_component,numeric,NO,0
migration,transaction_agent_calculations,28,associate_split_pct,numeric,NO,0
migration,transaction_agent_calculations,29,market_center_split_pct,numeric,NO,0
migration,transaction_agent_calculations,30,cap_contribution,numeric,NO,0
migration,transaction_agent_calculations,31,cap_cycle_start_date,date,YES,
migration,transaction_agent_calculations,32,cap_cycle_end_date,date,YES,
migration,transaction_agents,1,id,bigint,NO,nextval('migration.transaction_agents_id_seq'::regclass)
migration,transaction_agents,2,transaction_id,bigint,NO,
migration,transaction_agents,3,associate_id,bigint,YES,
migration,transaction_agents,4,source_associate_id,text,YES,
migration,transaction_agents,5,agent_name,text,YES,
migration,transaction_agents,6,agent_role,text,YES,
migration,transaction_agents,7,split_percentage,numeric,YES,0
migration,transaction_agents,8,outside_agency,boolean,YES,false
migration,transaction_agents,9,sort_order,integer,YES,0
migration,transaction_agents,10,created_at,timestamp with time zone,NO,now()
migration,transaction_agents,11,updated_at,timestamp with time zone,NO,now()
migration,transaction_documents,1,id,bigint,NO,nextval('migration.transaction_documents_id_seq'::regclass)
migration,transaction_documents,2,transaction_id,bigint,NO,
migration,transaction_documents,3,source_document_id,text,YES,
migration,transaction_documents,4,source_transaction_document_type_id,text,YES,
migration,transaction_documents,5,transaction_document_type,text,YES,
migration,transaction_documents,6,file_name,text,YES,
migration,transaction_documents,7,document_url,text,YES,
migration,transaction_documents,8,preview_url,text,YES,
migration,transaction_documents,9,created_at,timestamp with time zone,NO,now()
migration,transaction_documents,10,updated_at,timestamp with time zone,NO,now()
migration,transaction_documents,11,deleted_at,timestamp with time zone,YES,
migration,transaction_status_history,1,id,bigint,NO,nextval('migration.transaction_status_history_id_seq'::regclass)
migration,transaction_status_history,2,transaction_id,bigint,NO,
migration,transaction_status_history,3,previous_status,text,YES,
migration,transaction_status_history,4,new_status,text,NO,
migration,transaction_status_history,5,changed_at,timestamp with time zone,NO,now()
migration,transaction_status_history,6,changed_by,text,YES,
migration,transaction_status_history,7,notes,text,YES,
migration,transaction_status_history,8,changed_by_user_id,text,YES,
migration,transaction_status_history,9,changed_by_email,text,YES,
migration,transactions_prepared,1,source_transaction_id,text,NO,
migration,transactions_prepared,2,source_associate_id,text,NO,''::text
migration,transactions_prepared,3,transaction_number,text,YES,
migration,transactions_prepared,4,source_market_center_id,text,YES,
migration,transactions_prepared,5,market_center_name,text,YES,
migration,transactions_prepared,6,associate_name,text,YES,
migration,transactions_prepared,7,transaction_status,text,YES,
migration,transactions_prepared,8,source_listing_id,text,YES,
migration,transactions_prepared,9,listing_number,text,YES,
migration,transactions_prepared,10,transaction_type,text,YES,
migration,transactions_prepared,11,address,text,YES,
migration,transactions_prepared,12,suburb,text,YES,
migration,transactions_prepared,13,city,text,YES,
migration,transactions_prepared,14,sales_price,numeric,YES,
migration,transactions_prepared,15,list_price,numeric,YES,
migration,transactions_prepared,16,gci_excl_vat,numeric,YES,
migration,transactions_prepared,17,split_percentage,numeric,YES,
migration,transactions_prepared,18,net_comm,numeric,YES,
migration,transactions_prepared,19,total_gci,numeric,YES,
migration,transactions_prepared,20,sale_type,text,YES,
migration,transactions_prepared,21,agent_type,text,YES,
migration,transactions_prepared,22,buyer,text,YES,
migration,transactions_prepared,23,seller,text,YES,
migration,transactions_prepared,24,list_date,timestamp with time zone,YES,
migration,transactions_prepared,25,transaction_date,timestamp with time zone,YES,
migration,transactions_prepared,26,status_change_date,timestamp with time zone,YES,
migration,transactions_prepared,27,expected_date,timestamp with time zone,YES,
migration,transactions_prepared,28,last_seen_at,timestamp with time zone,YES,
migration,transactions_prepared,29,prepared_at,timestamp with time zone,NO,now()
public,SoftDeleteHelper,1,id,text,NO,
public,addresses,1,id,integer,NO,nextval('addresses_id_seq'::regclass)
public,addresses,2,streetNumber,text,YES,
public,addresses,3,streetName,text,YES,
public,addresses,4,unitNumber,text,YES,
public,addresses,5,erfNumber,text,YES,
public,addresses,6,postalCode,text,YES,
public,addresses,7,estateName,text,YES,
public,addresses,8,doorNumber,text,YES,
public,addresses,9,suburbId,integer,NO,
public,addresses,10,cityId,integer,NO,
public,addresses,11,provinceId,integer,NO,
public,addresses,12,countryId,integer,NO,
public,addresses,13,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,addresses,14,updatedAt,timestamp without time zone,NO,
public,app_users,1,id,integer,NO,nextval('app_users_id_seq'::regclass)
public,app_users,2,google_id,text,NO,
public,app_users,3,email,text,NO,
public,app_users,4,name,text,NO,
public,app_users,5,picture,text,YES,
public,app_users,6,role,text,NO,'viewer'::text
public,app_users,7,is_active,boolean,NO,true
public,app_users,8,created_at,timestamp with time zone,NO,now()
public,app_users,9,updated_at,timestamp with time zone,NO,now()
public,associate_business_details,1,id,integer,NO,nextval('associate_business_details_id_seq'::regclass)
public,associate_business_details,2,associateId,integer,NO,
public,associate_business_details,3,kwuid,text,YES,
public,associate_business_details,4,breeNumber,text,YES,
public,associate_business_details,5,proposedGrowthShareSponsor,text,YES,
public,associate_business_details,6,growthShareSponsorId,integer,YES,
public,associate_business_details,7,temporaryGrowthShareSponsor,boolean,NO,false
public,associate_business_details,8,listingApprovalRequired,boolean,NO,false
public,associate_business_details,9,excludeFromIndividualReports,boolean,NO,false
public,associate_business_details,10,vested,boolean,NO,false
public,associate_business_details,11,vestingStartPeriod,timestamp without time zone,YES,
public,associate_business_details,12,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,associate_business_details,13,updatedAt,timestamp without time zone,NO,
public,associate_contact_details,1,id,integer,NO,nextval('associate_contact_details_id_seq'::regclass)
public,associate_contact_details,2,associateId,integer,NO,
public,associate_contact_details,3,email,text,YES,
public,associate_contact_details,4,privateEmail,text,YES,
public,associate_contact_details,5,phone,text,YES,
public,associate_contact_details,6,fax,text,YES,
public,associate_contact_details,7,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,associate_contact_details,8,updatedAt,timestamp without time zone,NO,
public,associate_statuses,1,id,integer,NO,nextval('associate_statuses_id_seq'::regclass)
public,associate_statuses,2,name,text,NO,
public,associate_third_party_integrations,1,id,integer,NO,nextval('associate_third_party_integrations_id_seq'::regclass)
public,associate_third_party_integrations,2,associateId,integer,NO,
public,associate_third_party_integrations,3,p24AgentId,integer,YES,
public,associate_third_party_integrations,4,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,associate_third_party_integrations,5,updatedAt,timestamp without time zone,NO,
public,associate_transfer_statuses,1,id,integer,NO,nextval('associate_transfer_statuses_id_seq'::regclass)
public,associate_transfer_statuses,2,name,text,NO,
public,associate_transfers,1,id,integer,NO,nextval('associate_transfers_id_seq'::regclass)
public,associate_transfers,2,associateId,integer,NO,
public,associate_transfers,3,marketCenterFromId,integer,NO,
public,associate_transfers,4,marketCenterToId,integer,NO,
public,associate_transfers,5,teamId,integer,YES,
public,associate_transfers,6,property24IdOldOffice,integer,YES,
public,associate_transfers,7,property24IdNewOffice,integer,YES,
public,associate_transfers,8,associateTransactionMove,boolean,NO,false
public,associate_transfers,9,transferStatusId,integer,NO,
public,associate_transfers,10,errorMessage,text,YES,
public,associate_transfers,11,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,associate_transfers,12,updatedAt,timestamp without time zone,NO,
public,associate_transfers,13,whoUpdatedId,text,YES,
public,associates,1,id,integer,NO,nextval('associates_id_seq'::regclass)
public,associates,2,userId,text,YES,
public,associates,3,firstName,text,NO,
public,associates,4,lastName,text,NO,
public,associates,5,nationalId,text,YES,
public,associates,6,ffcNumber,text,YES,
public,associates,7,statusId,integer,NO,
public,associates,8,marketCenterId,integer,NO,
public,associates,9,teamId,integer,YES,
public,associates,10,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,associates,11,updatedAt,timestamp without time zone,NO,
public,associates,12,deletedAt,timestamp without time zone,YES,
public,audit_logs,1,id,text,NO,
public,audit_logs,2,userId,text,YES,
public,audit_logs,3,action,text,NO,
public,audit_logs,4,entity,text,NO,
public,audit_logs,5,entityId,integer,NO,
public,audit_logs,6,changes,jsonb,YES,
public,audit_logs,7,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,cities,1,id,integer,NO,nextval('cities_id_seq'::regclass)
public,cities,2,name,text,NO,
public,cities,3,provinceId,integer,NO,
public,cities,4,p24Id,integer,YES,
public,cities,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,cities,6,updatedAt,timestamp without time zone,NO,
public,cma_documents,1,id,integer,NO,nextval('cma_documents_id_seq'::regclass)
public,cma_documents,2,associate_email,text,NO,
public,cma_documents,3,associate_db_id,text,YES,
public,cma_documents,4,property_address,text,YES,
public,cma_documents,5,seller_name,text,YES,
public,cma_documents,6,file_name,text,NO,
public,cma_documents,7,file_url,text,NO,
public,cma_documents,8,created_at,timestamp with time zone,NO,now()
public,cma_documents,9,seller_first_name,text,YES,
public,cma_documents,10,seller_last_name,text,YES,
public,cma_documents,11,seller_email,text,YES,
public,cma_documents,12,seller_phone,text,YES,
public,cma_documents,13,loom_file_url,text,YES,
public,cma_documents,14,loom_original_name,text,YES,
public,contacts,1,id,integer,NO,nextval('contacts_id_seq'::regclass)
public,contacts,2,name,text,NO,
public,contacts,3,email,text,YES,
public,contacts,4,phone,text,YES,
public,contacts,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,contacts,6,updatedAt,timestamp without time zone,NO,
public,contacts,7,deletedAt,timestamp without time zone,YES,
public,countries,1,id,integer,NO,nextval('countries_id_seq'::regclass)
public,countries,2,name,text,NO,
public,countries,3,p24Id,integer,YES,
public,countries,4,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,countries,5,updatedAt,timestamp without time zone,NO,
public,documents,1,id,text,NO,
public,documents,2,url,text,NO,
public,documents,3,contentType,text,NO,
public,documents,4,size,integer,NO,
public,documents,5,orderNumber,integer,NO,0
public,documents,6,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,email_types,1,id,integer,NO,nextval('email_types_id_seq'::regclass)
public,email_types,2,name,text,NO,
public,icon_types,1,id,integer,NO,nextval('icon_types_id_seq'::regclass)
public,icon_types,2,name,text,NO,
public,listing_associate_types,1,id,integer,NO,nextval('listing_associate_types_id_seq'::regclass)
public,listing_associate_types,2,name,text,NO,
public,listing_associates,1,id,integer,NO,nextval('listing_associates_id_seq'::regclass)
public,listing_associates,2,listingId,integer,NO,
public,listing_associates,3,associateId,integer,NO,
public,listing_associates,4,isPrimary,boolean,NO,false
public,listing_associates,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_building_area_feature_types,1,id,integer,NO,nextval('listing_building_area_feature_types_id_seq'::regclass)
public,listing_building_area_feature_types,2,name,text,NO,
public,listing_building_area_feature_types,3,p24Tag,text,YES,
public,listing_building_area_features,1,id,integer,NO,nextval('listing_building_area_features_id_seq'::regclass)
public,listing_building_area_features,2,buildingInfoId,integer,NO,
public,listing_building_area_features,3,featureId,integer,NO,
public,listing_building_area_features,4,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_building_infos,1,id,integer,NO,nextval('listing_building_infos_id_seq'::regclass)
public,listing_building_infos,2,listingId,integer,NO,
public,listing_building_infos,3,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_building_infos,4,updatedAt,timestamp without time zone,NO,
public,listing_building_zoning_types,1,id,integer,NO,nextval('listing_building_zoning_types_id_seq'::regclass)
public,listing_building_zoning_types,2,name,text,NO,
public,listing_descriptions,1,id,integer,NO,nextval('listing_descriptions_id_seq'::regclass)
public,listing_descriptions,2,listingId,integer,NO,
public,listing_descriptions,3,propertyTitle,text,YES,
public,listing_descriptions,4,propertyDescription,text,YES,
public,listing_descriptions,5,shortDescription,text,YES,
public,listing_descriptions,6,listingTypeId,integer,NO,
public,listing_descriptions,7,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_descriptions,8,updatedAt,timestamp without time zone,NO,
public,listing_document_types,1,id,integer,NO,nextval('listing_document_types_id_seq'::regclass)
public,listing_document_types,2,name,text,NO,
public,listing_images,1,id,integer,NO,nextval('listing_images_id_seq'::regclass)
public,listing_images,2,listingId,integer,NO,
public,listing_images,3,documentId,text,NO,
public,listing_images,4,orderNumber,integer,NO,0
public,listing_images,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_lightstone_validation_statuses,1,id,integer,NO,nextval('listing_lightstone_validation_statuses_id_seq'::regclass)
public,listing_lightstone_validation_statuses,2,name,text,NO,
public,listing_lightstone_validations,1,id,integer,NO,nextval('listing_lightstone_validations_id_seq'::regclass)
public,listing_lightstone_validations,2,listingId,integer,NO,
public,listing_lightstone_validations,3,lightStonePropertyId,integer,YES,
public,listing_lightstone_validations,4,validationStatus,text,YES,
public,listing_lightstone_validations,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_lightstone_validations,6,updatedAt,timestamp without time zone,NO,
public,listing_loom_validation_statuses,1,id,integer,NO,nextval('listing_loom_validation_statuses_id_seq'::regclass)
public,listing_loom_validation_statuses,2,name,text,NO,
public,listing_mandate_infos,1,id,integer,NO,nextval('listing_mandate_infos_id_seq'::regclass)
public,listing_mandate_infos,2,listingId,integer,NO,
public,listing_mandate_infos,3,mandateTypeId,integer,NO,
public,listing_mandate_infos,4,signedDate,timestamp without time zone,YES,
public,listing_mandate_infos,5,onMarketSince,timestamp without time zone,YES,
public,listing_mandate_infos,6,ratesTaxes,numeric,YES,
public,listing_mandate_infos,7,monthlyLevy,numeric,YES,
public,listing_mandate_infos,8,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_mandate_infos,9,updatedAt,timestamp without time zone,NO,
public,listing_mandate_types,1,id,integer,NO,nextval('listing_mandate_types_id_seq'::regclass)
public,listing_mandate_types,2,name,text,NO,
public,listing_marketing_url_types,1,id,integer,NO,nextval('listing_marketing_url_types_id_seq'::regclass)
public,listing_marketing_url_types,2,name,text,NO,
public,listing_marketing_urls,1,id,integer,NO,nextval('listing_marketing_urls_id_seq'::regclass)
public,listing_marketing_urls,2,listingId,integer,NO,
public,listing_marketing_urls,3,url,text,NO,
public,listing_marketing_urls,4,marketingUrlTypeId,integer,NO,
public,listing_marketing_urls,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_ownership_types,1,id,integer,NO,nextval('listing_ownership_types_id_seq'::regclass)
public,listing_ownership_types,2,name,text,NO,
public,listing_p24_feed_item_statuses,1,id,integer,NO,nextval('listing_p24_feed_item_statuses_id_seq'::regclass)
public,listing_p24_feed_item_statuses,2,name,text,NO,
public,listing_p24_feed_items,1,id,integer,NO,nextval('listing_p24_feed_items_id_seq'::regclass)
public,listing_p24_feed_items,2,listingId,integer,NO,
public,listing_p24_feed_items,3,statusId,integer,NO,
public,listing_p24_feed_items,4,jsonToFeed,text,YES,
public,listing_p24_feed_items,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_p24_feed_items,6,updatedAt,timestamp without time zone,NO,
public,listing_price_details,1,id,integer,NO,nextval('listing_price_details_id_seq'::regclass)
public,listing_price_details,2,listingId,integer,NO,
public,listing_price_details,3,price,numeric,NO,
public,listing_price_details,4,poa,boolean,NO,false
public,listing_price_details,5,noTransferDuty,boolean,NO,false
public,listing_price_details,6,ignoreForPriceReducedAlerts,boolean,NO,false
public,listing_price_details,7,repossessed,boolean,NO,false
public,listing_price_details,8,agentPropertyValuation,numeric,YES,
public,listing_price_details,9,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_price_details,10,updatedAt,timestamp without time zone,NO,
public,listing_property_area_types,1,id,integer,NO,nextval('listing_property_area_types_id_seq'::regclass)
public,listing_property_area_types,2,name,text,NO,
public,listing_property_areas,1,id,integer,NO,nextval('listing_property_areas_id_seq'::regclass)
public,listing_property_areas,2,listingId,integer,NO,
public,listing_property_areas,3,propertyAreaTypeId,integer,NO,
public,listing_property_areas,4,size,numeric,YES,
public,listing_property_areas,5,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_property_feature_listing_sub_types,1,listingPropertyFeaturesId,integer,NO,
public,listing_property_feature_listing_sub_types,2,listingSubTypesId,integer,NO,
public,listing_property_feature_listing_types,1,listingPropertyFeaturesId,integer,NO,
public,listing_property_feature_listing_types,2,listingTypesId,integer,NO,
public,listing_sale_or_rent_types,1,id,integer,NO,nextval('listing_sale_or_rent_types_id_seq'::regclass)
public,listing_sale_or_rent_types,2,name,text,NO,
public,listing_status_tags,1,id,integer,NO,nextval('listing_status_tags_id_seq'::regclass)
public,listing_status_tags,2,name,text,NO,
public,listing_statuses,1,id,integer,NO,nextval('listing_statuses_id_seq'::regclass)
public,listing_statuses,2,name,text,NO,
public,listing_sub_types,1,id,integer,NO,nextval('listing_sub_types_id_seq'::regclass)
public,listing_sub_types,2,name,text,NO,
public,listing_third_party_integrations,1,id,integer,NO,nextval('listing_third_party_integrations_id_seq'::regclass)
public,listing_third_party_integrations,2,listingId,integer,NO,
public,listing_third_party_integrations,3,property24Reference,integer,YES,
public,listing_third_party_integrations,4,privatePropertyReference,text,YES,
public,listing_third_party_integrations,5,kwwReference,text,YES,
public,listing_third_party_integrations,6,entegralReference,text,YES,
public,listing_third_party_integrations,7,kwwSyncMessage,text,YES,
public,listing_third_party_integrations,8,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,listing_third_party_integrations,9,updatedAt,timestamp without time zone,NO,
public,listing_types,1,id,integer,NO,nextval('listing_types_id_seq'::regclass)
public,listing_types,2,name,text,NO,
public,listings,1,id,integer,NO,nextval('listings_id_seq'::regclass)
public,listings,2,listingNumber,text,NO,
public,listings,3,addressId,integer,NO,
public,listings,4,marketCenterId,integer,NO,
public,listings,5,statusId,integer,NO,
public,listings,6,statusTagId,integer,YES,
public,listings,7,saleOrRentTypeId,integer,NO,
public,listings,8,mandateTypeId,integer,NO,
public,listings,9,listingTypeId,integer,YES,
public,listings,10,listingDate,timestamp without time zone,YES,
