table_schema,table_name,constraint_name,constraint_type
staging,listing_images_raw,listing_images_raw_pkey,PRIMARY KEY
staging,listing_marketing_urls_raw,listing_marketing_urls_raw_id_not_null,CHECK
staging,listing_marketing_urls_raw,listing_marketing_urls_raw_loaded_at_not_null,CHECK
staging,listing_marketing_urls_raw,listing_marketing_urls_raw_pkey,PRIMARY KEY
staging,listing_p24_feed_items_raw,listing_p24_feed_items_raw_id_not_null,CHECK
staging,listing_p24_feed_items_raw,listing_p24_feed_items_raw_loaded_at_not_null,CHECK
staging,listing_p24_feed_items_raw,listing_p24_feed_items_raw_pkey,PRIMARY KEY
staging,listing_property_areas_raw,listing_property_areas_raw_id_not_null,CHECK
staging,listing_property_areas_raw,listing_property_areas_raw_loaded_at_not_null,CHECK
staging,listing_property_areas_raw,listing_property_areas_raw_pkey,PRIMARY KEY
staging,listings_raw,listings_raw_batch_id_not_null,CHECK
staging,listings_raw,listings_raw_id_not_null,CHECK
staging,listings_raw,listings_raw_loaded_at_not_null,CHECK
staging,listings_raw,listings_raw_pkey,PRIMARY KEY
staging,listings_raw,uq_listings_raw_batch_source,UNIQUE
staging,market_centers_raw,market_centers_raw_batch_id_not_null,CHECK
staging,market_centers_raw,market_centers_raw_id_not_null,CHECK
staging,market_centers_raw,market_centers_raw_loaded_at_not_null,CHECK
staging,market_centers_raw,market_centers_raw_pkey,PRIMARY KEY
staging,ssms_listing_area_features_flat_raw,ssms_listing_area_features_flat_raw_id_not_null,CHECK
staging,ssms_listing_area_features_flat_raw,ssms_listing_area_features_flat_raw_loaded_at_not_null,CHECK
staging,ssms_listing_area_features_flat_raw,ssms_listing_area_features_flat_raw_pkey,PRIMARY KEY
staging,ssms_listing_building_area_features_raw,ssms_listing_building_area_features_raw_id_not_null,CHECK
staging,ssms_listing_building_area_features_raw,ssms_listing_building_area_features_raw_loaded_at_not_null,CHECK
staging,ssms_listing_building_area_features_raw,ssms_listing_building_area_features_raw_pkey,PRIMARY KEY
staging,ssms_listing_building_info_internet_raw,ssms_listing_building_info_internet_raw_id_not_null,CHECK
staging,ssms_listing_building_info_internet_raw,ssms_listing_building_info_internet_raw_loaded_at_not_null,CHECK
staging,ssms_listing_building_info_internet_raw,ssms_listing_building_info_internet_raw_pkey,PRIMARY KEY
staging,ssms_listing_building_info_public_transport_raw,ssms_listing_building_info_public_transport__loaded_at_not_null,CHECK
staging,ssms_listing_building_info_public_transport_raw,ssms_listing_building_info_public_transport_raw_id_not_null,CHECK
staging,ssms_listing_building_info_public_transport_raw,ssms_listing_building_info_public_transport_raw_pkey,PRIMARY KEY
staging,ssms_listing_building_info_raw,ssms_listing_building_info_raw_id_not_null,CHECK
staging,ssms_listing_building_info_raw,ssms_listing_building_info_raw_loaded_at_not_null,CHECK
staging,ssms_listing_building_info_raw,ssms_listing_building_info_raw_pkey,PRIMARY KEY
staging,ssms_listing_building_info_sustainability_raw,ssms_listing_building_info_sustainability_ra_loaded_at_not_null,CHECK
staging,ssms_listing_building_info_sustainability_raw,ssms_listing_building_info_sustainability_raw_id_not_null,CHECK
staging,ssms_listing_building_info_sustainability_raw,ssms_listing_building_info_sustainability_raw_pkey,PRIMARY KEY
staging,ssms_listing_details_raw,ssms_listing_details_raw_id_not_null,CHECK
staging,ssms_listing_details_raw,ssms_listing_details_raw_loaded_at_not_null,CHECK
staging,ssms_listing_details_raw,ssms_listing_details_raw_pkey,PRIMARY KEY
staging,ssms_listing_property_area_features_raw,ssms_listing_property_area_features_raw_id_not_null,CHECK
staging,ssms_listing_property_area_features_raw,ssms_listing_property_area_features_raw_loaded_at_not_null,CHECK
staging,ssms_listing_property_area_features_raw,ssms_listing_property_area_features_raw_pkey,PRIMARY KEY
staging,ssms_listing_property_areas_raw,ssms_listing_property_areas_raw_id_not_null,CHECK
staging,ssms_listing_property_areas_raw,ssms_listing_property_areas_raw_loaded_at_not_null,CHECK
staging,ssms_listing_property_areas_raw,ssms_listing_property_areas_raw_pkey,PRIMARY KEY
staging,teams_raw,teams_raw_batch_id_not_null,CHECK
staging,teams_raw,teams_raw_id_not_null,CHECK
staging,teams_raw,teams_raw_loaded_at_not_null,CHECK
staging,teams_raw,teams_raw_pkey,PRIMARY KEY
staging,transaction_agents,transaction_agents_created_at_not_null,CHECK
staging,transaction_agents,transaction_agents_id_not_null,CHECK
staging,transaction_agents,transaction_agents_transaction_id_not_null,CHECK
staging,transaction_agents,transaction_agents_pkey,PRIMARY KEY
staging,transaction_associate_payment_details,transaction_associate_payment_details_id_not_null,CHECK
staging,transaction_associate_payment_details,transaction_associate_payment_details_loaded_at_not_null,CHECK
staging,transaction_associate_payment_details,transaction_associate_payment_details_pkey,PRIMARY KEY
staging,transaction_bonds,transaction_bonds_id_not_null,CHECK
staging,transaction_bonds,transaction_bonds_loaded_at_not_null,CHECK
staging,transaction_bonds,transaction_bonds_pkey,PRIMARY KEY
staging,transaction_contacts_raw,transaction_contacts_raw_id_not_null,CHECK
staging,transaction_contacts_raw,transaction_contacts_raw_loaded_at_not_null,CHECK
staging,transaction_contacts_raw,transaction_contacts_raw_pkey,PRIMARY KEY
staging,transaction_documents_raw,transaction_documents_raw_id_not_null,CHECK
staging,transaction_documents_raw,transaction_documents_raw_loaded_at_not_null,CHECK
staging,transaction_documents_raw,transaction_documents_raw_pkey,PRIMARY KEY
staging,transaction_notes,transaction_notes_id_not_null,CHECK
staging,transaction_notes,transaction_notes_loaded_at_not_null,CHECK
staging,transaction_notes,transaction_notes_pkey,PRIMARY KEY
staging,transactions_raw,transactions_raw_batch_id_not_null,CHECK
staging,transactions_raw,transactions_raw_id_not_null,CHECK
staging,transactions_raw,transactions_raw_loaded_at_not_null,CHECK
staging,transactions_raw,transactions_raw_pkey,PRIMARY KEY
